video,emotion
0823.mp4,Amusement
1824.mp4,Amusement
0840.mp4,Amusement
1133.mp4,Amusement
2100.mp4,Amusement
1082.mp4,Amusement
0858.mp4,Amusement
1304.mp4,Amusement
2137.mp4,Amusement
1546.mp4,Amusement
1763.mp4,Amusement
0656.mp4,Amusement
0486.mp4,Amusement
0290.mp4,Amusement
1762.mp4,Amusement
0758.mp4,Amusement
0959.mp4,Amusement
0633.mp4,Amusement
1902.mp4,Amusement
1904.mp4,Amusement
1382.mp4,Amusement
1319.mp4,Amusement
0715.mp4,Amusement
0497.mp4,Amusement
0917.mp4,Amusement
1918.mp4,Amusement
0072.mp4,Amusement
0270.mp4,Amusement
0787.mp4,Amusement
1371.mp4,Amusement
2032.mp4,Amusement
0544.mp4,Amusement
1501.mp4,Amusement
0004.mp4,Amusement
1882.mp4,Amusement
1865.mp4,Amusement
1515.mp4,Amusement
0654.mp4,Amusement
1047.mp4,Amusement
0420.mp4,Amusement
0838.mp4,Amusement
0821.mp4,Amusement
1494.mp4,Amusement
0457.mp4,Amusement
1563.mp4,Amusement
1376.mp4,Amusement
0985.mp4,Amusement
0685.mp4,Amusement
1240.mp4,Amusement
0467.mp4,Amusement
1220.mp4,Amusement
0906.mp4,Amusement
1087.mp4,Amusement
1031.mp4,Amusement
0995.mp4,Amusement
0924.mp4,Amusement
1094.mp4,Amusement
0206.mp4,Pride
0784.mp4,Pride
1560.mp4,Satisfaction
1687.mp4,Satisfaction
1671.mp4,Satisfaction
1798.mp4,Satisfaction
1267.mp4,Joy
0593.mp4,Joy
1420.mp4,Joy
0454.mp4,Joy
0331.mp4,Joy
0480.mp4,Joy
1034.mp4,Joy
1953.mp4,Joy
0933.mp4,Joy
0688.mp4,Joy
0100.mp4,Joy
0207.mp4,Joy
1569.mp4,Joy
1855.mp4,Joy
0666.mp4,Joy
0597.mp4,Joy
2013.mp4,Joy
0043.mp4,Joy
2034.mp4,Joy
1547.mp4,Joy
0628.mp4,Joy
1249.mp4,Joy
1380.mp4,Joy
0978.mp4,Joy
0650.mp4,Joy
2057.mp4,Joy
1712.mp4,Joy
0121.mp4,Joy
0165.mp4,Joy
2002.mp4,Joy
1783.mp4,Joy
1503.mp4,Joy
1349.mp4,Joy
1363.mp4,Joy
1032.mp4,Joy
1245.mp4,Joy
0300.mp4,Joy
1093.mp4,Joy
0126.mp4,Joy
1548.mp4,Joy
0022.mp4,Triumph
0173.mp4,Triumph
1474.mp4,Triumph
0675.mp4,Triumph
0298.mp4,Triumph
1130.mp4,Triumph
1717.mp4,Triumph
1568.mp4,Triumph
0637.mp4,Triumph
0293.mp4,Triumph
1584.mp4,Triumph
1192.mp4,Triumph
0398.mp4,Sadness
0805.mp4,Sadness
1485.mp4,Sadness
0051.mp4,Sadness
1725.mp4,Sadness
1933.mp4,Sadness
0445.mp4,Sadness
0777.mp4,Sadness
1959.mp4,Sadness
0067.mp4,Sadness
0803.mp4,Sadness
2144.mp4,Sadness
1786.mp4,Sadness
0226.mp4,Sadness
0181.mp4,Sadness
1231.mp4,Sadness
2119.mp4,Sadness
0477.mp4,Sadness
1478.mp4,Sadness
0975.mp4,Sadness
1473.mp4,Sadness
0276.mp4,Sadness
2035.mp4,Sadness
0611.mp4,Sadness
0333.mp4,Sadness
0673.mp4,Sadness
1101.mp4,Sadness
0059.mp4,Sadness
1674.mp4,Sadness
2148.mp4,Sadness
1238.mp4,Sadness
0700.mp4,Sadness
0009.mp4,Sadness
0914.mp4,Sadness
0208.mp4,Sadness
1623.mp4,Sadness
1279.mp4,Sadness
0756.mp4,Sadness
1004.mp4,Sadness
0717.mp4,Sadness
1169.mp4,Sadness
1259.mp4,Sadness
1831.mp4,Sadness
1591.mp4,Sadness
0262.mp4,Fear
1283.mp4,Fear
1221.mp4,Fear
1774.mp4,Fear
1419.mp4,Fear
1440.mp4,Fear
0015.mp4,Fear
1837.mp4,Fear
2091.mp4,Fear
0389.mp4,Fear
0750.mp4,Fear
0973.mp4,Fear
0524.mp4,Fear
1323.mp4,Fear
0364.mp4,Fear
0249.mp4,Fear
1042.mp4,Fear
0886.mp4,Fear
1492.mp4,Fear
1615.mp4,Fear
0437.mp4,Fear
1406.mp4,Fear
1931.mp4,Fear
0949.mp4,Fear
0825.mp4,Fear
1076.mp4,Fear
1887.mp4,Fear
1079.mp4,Fear
0133.mp4,Fear
0558.mp4,Fear
0517.mp4,Fear
1590.mp4,Fear
0374.mp4,Fear
2067.mp4,Fear
1847.mp4,Fear
0808.mp4,Fear
1212.mp4,Fear
0443.mp4,Fear
1832.mp4,Fear
0765.mp4,Fear
1980.mp4,Fear
2069.mp4,Fear
2162.mp4,Fear
0143.mp4,Fear
1780.mp4,Fear
1906.mp4,Fear
0706.mp4,Fear
1767.mp4,Fear
1202.mp4,Fear
1172.mp4,Fear
0889.mp4,Fear
1779.mp4,Fear
2161.mp4,Fear
0563.mp4,Fear
0405.mp4,Fear
0279.mp4,Fear
0935.mp4,Fear
1302.mp4,Fear
1375.mp4,Fear
0687.mp4,Fear
1742.mp4,Fear
0395.mp4,Fear
0408.mp4,Fear
0504.mp4,Fear
0190.mp4,Fear
2168.mp4,Fear
1843.mp4,Fear
1870.mp4,Fear
0448.mp4,Fear
0334.mp4,Fear
0885.mp4,Fear
1736.mp4,Fear
2022.mp4,Fear
0568.mp4,Fear
1073.mp4,Fear
0129.mp4,Fear
1361.mp4,Fear
1543.mp4,Fear
0065.mp4,Fear
0482.mp4,Fear
0137.mp4,Fear
0940.mp4,Fear
0703.mp4,Fear
1374.mp4,Fear
0068.mp4,Fear
1189.mp4,Fear
1726.mp4,Fear
1115.mp4,Fear
0548.mp4,Fear
0909.mp4,Fear
1219.mp4,Fear
0450.mp4,Fear
1160.mp4,Fear
0166.mp4,Fear
0025.mp4,Fear
0554.mp4,Fear
2078.mp4,Excitement
1345.mp4,Excitement
1486.mp4,Excitement
0275.mp4,Excitement
0540.mp4,Excitement
0921.mp4,Excitement
2092.mp4,Excitement
2087.mp4,Excitement
0899.mp4,Excitement
1210.mp4,Excitement
0402.mp4,Excitement
2021.mp4,Excitement
1570.mp4,Excitement
1777.mp4,Excitement
1642.mp4,Excitement
1218.mp4,Excitement
0986.mp4,Excitement
1799.mp4,Excitement
0156.mp4,Excitement
0701.mp4,Excitement
1180.mp4,Calmness
0590.mp4,Calmness
1789.mp4,Calmness
1760.mp4,Calmness
1216.mp4,Calmness
1835.mp4,Calmness
0951.mp4,Calmness
0339.mp4,Calmness
1427.mp4,Calmness
0348.mp4,Calmness
1193.mp4,Calmness
0311.mp4,Craving
0789.mp4,Craving
0152.mp4,Craving
1270.mp4,Craving
0799.mp4,Craving
1138.mp4,Craving
0880.mp4,Craving
1498.mp4,Craving
0919.mp4,Craving
1981.mp4,Craving
1949.mp4,Craving
0531.mp4,Craving
0365.mp4,Craving
0144.mp4,Craving
0212.mp4,Craving
1854.mp4,Craving
0284.mp4,Craving
0019.mp4,Craving
2143.mp4,Craving
1826.mp4,Craving
2095.mp4,Craving
0678.mp4,Craving
0110.mp4,Craving
1968.mp4,Craving
0896.mp4,Craving
1451.mp4,Craving
1205.mp4,Craving
0883.mp4,Craving
1740.mp4,Craving
0830.mp4,Craving
1950.mp4,Craving
1936.mp4,Craving
2149.mp4,Craving
0884.mp4,Craving
1711.mp4,Craving
0542.mp4,Craving
2107.mp4,Craving
0780.mp4,Craving
1852.mp4,Craving
0898.mp4,Craving
0561.mp4,Craving
0458.mp4,Craving
1207.mp4,Craving
1053.mp4,Craving
2044.mp4,Nostalgia
0002.mp4,Nostalgia
0006.mp4,Nostalgia
1544.mp4,Nostalgia
1614.mp4,Nostalgia
1603.mp4,Nostalgia
1530.mp4,Nostalgia
0712.mp4,Nostalgia
1841.mp4,Nostalgia
0356.mp4,Nostalgia
1966.mp4,Nostalgia
1413.mp4,Nostalgia
2093.mp4,Nostalgia
1731.mp4,Nostalgia
2088.mp4,Nostalgia
1055.mp4,Nostalgia
1057.mp4,Nostalgia
1817.mp4,Nostalgia
1482.mp4,Nostalgia
1045.mp4,Nostalgia
0421.mp4,Nostalgia
0378.mp4,Nostalgia
1253.mp4,Nostalgia
0049.mp4,Nostalgia
2056.mp4,Nostalgia
0630.mp4,Nostalgia
0301.mp4,Nostalgia
1602.mp4,Nostalgia
0193.mp4,Nostalgia
1105.mp4,Nostalgia
1982.mp4,Nostalgia
1003.mp4,Nostalgia
1713.mp4,Nostalgia
0943.mp4,Nostalgia
0354.mp4,Nostalgia
1517.mp4,Nostalgia
0201.mp4,Nostalgia
1125.mp4,Nostalgia
0785.mp4,Nostalgia
1305.mp4,Nostalgia
1574.mp4,Nostalgia
1719.mp4,Nostalgia
0819.mp4,Nostalgia
0263.mp4,Nostalgia
1312.mp4,Nostalgia
1083.mp4,Nostalgia
1327.mp4,Nostalgia
1754.mp4,Nostalgia
0142.mp4,Nostalgia
1805.mp4,Nostalgia
0810.mp4,Nostalgia
1840.mp4,Nostalgia
0368.mp4,Nostalgia
0710.mp4,Nostalgia
1739.mp4,Relief
0363.mp4,Relief
1342.mp4,Relief
0570.mp4,Relief
1397.mp4,Relief
1690.mp4,Relief
0316.mp4,Relief
2130.mp4,Relief
0536.mp4,Relief
2120.mp4,Relief
1878.mp4,Relief
2128.mp4,Entrancement
1668.mp4,Entrancement
0672.mp4,Entrancement
0317.mp4,Entrancement
0945.mp4,Entrancement
0833.mp4,Entrancement
1535.mp4,Entrancement
1857.mp4,Entrancement
2140.mp4,Entrancement
0901.mp4,Entrancement
2105.mp4,Entrancement
1352.mp4,Entrancement
0499.mp4,Entrancement
0092.mp4,Entrancement
0233.mp4,Entrancement
0822.mp4,Entrancement
1747.mp4,Entrancement
1722.mp4,Entrancement
1877.mp4,Entrancement
0533.mp4,Entrancement
1867.mp4,Entrancement
0287.mp4,Entrancement
1833.mp4,Entrancement
1860.mp4,Entrancement
1751.mp4,Entrancement
1280.mp4,Entrancement
0449.mp4,Entrancement
2126.mp4,Entrancement
0415.mp4,Admiration
1445.mp4,Admiration
0923.mp4,Admiration
1886.mp4,Admiration
0794.mp4,Admiration
1639.mp4,Admiration
0239.mp4,Admiration
0264.mp4,Admiration
1453.mp4,Admiration
1037.mp4,Admiration
1153.mp4,Interest
1759.mp4,Interest
1624.mp4,Interest
0246.mp4,Interest
0994.mp4,Interest
1866.mp4,Interest
1007.mp4,Interest
0753.mp4,Interest
0960.mp4,Interest
0085.mp4,Interest
0033.mp4,Interest
1068.mp4,Interest
0621.mp4,Interest
0662.mp4,Interest
1168.mp4,Interest
1075.mp4,Interest
0500.mp4,Interest
1743.mp4,Interest
1656.mp4,Interest
1775.mp4,Interest
1141.mp4,Interest
0404.mp4,Interest
1641.mp4,Interest
1552.mp4,Interest
0807.mp4,Interest
1619.mp4,Interest
0846.mp4,Interest
0077.mp4,Interest
0250.mp4,Interest
1971.mp4,Interest
0763.mp4,Interest
1358.mp4,Interest
1682.mp4,Interest
2068.mp4,Interest
0248.mp4,Interest
1331.mp4,Interest
1932.mp4,Interest
1967.mp4,Interest
1013.mp4,Interest
1095.mp4,Interest
2003.mp4,Interest
0930.mp4,Interest
1050.mp4,Interest
0664.mp4,Interest
0231.mp4,Interest
0723.mp4,Interest
1265.mp4,Interest
1412.mp4,Interest
0034.mp4,Interest
0343.mp4,Interest
1531.mp4,Interest
0842.mp4,Interest
0988.mp4,Interest
0063.mp4,Interest
1162.mp4,Interest
1040.mp4,Interest
0253.mp4,Interest
0352.mp4,Interest
1255.mp4,Interest
1633.mp4,Interest
0426.mp4,Interest
1392.mp4,Interest
0341.mp4,Interest
0738.mp4,Interest
0844.mp4,Interest
1477.mp4,Interest
1571.mp4,Interest
1700.mp4,Interest
0001.mp4,Interest
1322.mp4,Interest
1662.mp4,Interest
0169.mp4,Interest
0394.mp4,Interest
1834.mp4,Interest
1664.mp4,Interest
1384.mp4,Interest
1324.mp4,Interest
0686.mp4,Interest
0843.mp4,Interest
1549.mp4,Interest
1609.mp4,Interest
0157.mp4,Interest
0428.mp4,Interest
1348.mp4,Interest
1333.mp4,Interest
1108.mp4,Interest
0502.mp4,Interest
0485.mp4,Interest
2172.mp4,Aesthetic Appreciation
1876.mp4,Aesthetic Appreciation
0547.mp4,Aesthetic Appreciation
1121.mp4,Aesthetic Appreciation
1395.mp4,Aesthetic Appreciation
1386.mp4,Aesthetic Appreciation
1151.mp4,Aesthetic Appreciation
0198.mp4,Aesthetic Appreciation
1166.mp4,Aesthetic Appreciation
0771.mp4,Aesthetic Appreciation
0446.mp4,Aesthetic Appreciation
0020.mp4,Aesthetic Appreciation
1061.mp4,Aesthetic Appreciation
1915.mp4,Aesthetic Appreciation
0199.mp4,Aesthetic Appreciation
0613.mp4,Aesthetic Appreciation
0318.mp4,Aesthetic Appreciation
0289.mp4,Aesthetic Appreciation
1263.mp4,Aesthetic Appreciation
1883.mp4,Aesthetic Appreciation
1554.mp4,Aesthetic Appreciation
1467.mp4,Aesthetic Appreciation
0471.mp4,Aesthetic Appreciation
0519.mp4,Aesthetic Appreciation
1778.mp4,Aesthetic Appreciation
1360.mp4,Aesthetic Appreciation
1110.mp4,Aesthetic Appreciation
1573.mp4,Aesthetic Appreciation
0659.mp4,Aesthetic Appreciation
1516.mp4,Aesthetic Appreciation
2082.mp4,Aesthetic Appreciation
0895.mp4,Aesthetic Appreciation
0963.mp4,Aesthetic Appreciation
0175.mp4,Aesthetic Appreciation
1897.mp4,Aesthetic Appreciation
0008.mp4,Aesthetic Appreciation
0476.mp4,Aesthetic Appreciation
1120.mp4,Aesthetic Appreciation
1387.mp4,Aesthetic Appreciation
0026.mp4,Aesthetic Appreciation
0801.mp4,Aesthetic Appreciation
0751.mp4,Aesthetic Appreciation
0967.mp4,Aesthetic Appreciation
0636.mp4,Aesthetic Appreciation
1314.mp4,Aesthetic Appreciation
1708.mp4,Aesthetic Appreciation
0147.mp4,Aesthetic Appreciation
1252.mp4,Aesthetic Appreciation
1421.mp4,Aesthetic Appreciation
1378.mp4,Aesthetic Appreciation
0969.mp4,Aesthetic Appreciation
0478.mp4,Aesthetic Appreciation
0743.mp4,Aesthetic Appreciation
0651.mp4,Aesthetic Appreciation
2065.mp4,Aesthetic Appreciation
0848.mp4,Aesthetic Appreciation
1872.mp4,Aesthetic Appreciation
1291.mp4,Aesthetic Appreciation
2163.mp4,Aesthetic Appreciation
1620.mp4,Aesthetic Appreciation
1962.mp4,Aesthetic Appreciation
1022.mp4,Aesthetic Appreciation
2028.mp4,Aesthetic Appreciation
1143.mp4,Aesthetic Appreciation
0612.mp4,Aesthetic Appreciation
0219.mp4,Aesthetic Appreciation
0786.mp4,Aesthetic Appreciation
1409.mp4,Aesthetic Appreciation
2176.mp4,Aesthetic Appreciation
1080.mp4,Aesthetic Appreciation
0007.mp4,Aesthetic Appreciation
1986.mp4,Aesthetic Appreciation
1426.mp4,Aesthetic Appreciation
1566.mp4,Aesthetic Appreciation
0516.mp4,Aesthetic Appreciation
0064.mp4,Aesthetic Appreciation
2025.mp4,Aesthetic Appreciation
1476.mp4,Aesthetic Appreciation
0084.mp4,Aesthetic Appreciation
0757.mp4,Aesthetic Appreciation
1921.mp4,Aesthetic Appreciation
0652.mp4,Aesthetic Appreciation
1575.mp4,Aesthetic Appreciation
0493.mp4,Aesthetic Appreciation
1496.mp4,Aesthetic Appreciation
1734.mp4,Aesthetic Appreciation
1439.mp4,Aesthetic Appreciation
0669.mp4,Aesthetic Appreciation
1680.mp4,Aesthetic Appreciation
0496.mp4,Aesthetic Appreciation
0384.mp4,Aesthetic Appreciation
1048.mp4,Aesthetic Appreciation
0580.mp4,Aesthetic Appreciation
0360.mp4,Aesthetic Appreciation
0397.mp4,Aesthetic Appreciation
0530.mp4,Aesthetic Appreciation
1688.mp4,Aesthetic Appreciation
0042.mp4,Aesthetic Appreciation
1336.mp4,Aesthetic Appreciation
1957.mp4,Aesthetic Appreciation
0055.mp4,Aesthetic Appreciation
2181.mp4,Aesthetic Appreciation
1446.mp4,Aesthetic Appreciation
0396.mp4,Aesthetic Appreciation
1616.mp4,Aesthetic Appreciation
1232.mp4,Aesthetic Appreciation
1139.mp4,Aesthetic Appreciation
0870.mp4,Aesthetic Appreciation
0916.mp4,Aesthetic Appreciation
1244.mp4,Aesthetic Appreciation
0535.mp4,Aesthetic Appreciation
0016.mp4,Aesthetic Appreciation
0555.mp4,Aesthetic Appreciation
1988.mp4,Aesthetic Appreciation
0149.mp4,Aesthetic Appreciation
0616.mp4,Aesthetic Appreciation
0058.mp4,Aesthetic Appreciation
2075.mp4,Aesthetic Appreciation
2099.mp4,Aesthetic Appreciation
0569.mp4,Aesthetic Appreciation
1592.mp4,Aesthetic Appreciation
1659.mp4,Aesthetic Appreciation
0828.mp4,Aesthetic Appreciation
1025.mp4,Aesthetic Appreciation
1735.mp4,Aesthetic Appreciation
1455.mp4,Aesthetic Appreciation
1321.mp4,Aesthetic Appreciation
0645.mp4,Aesthetic Appreciation
0349.mp4,Aesthetic Appreciation
1678.mp4,Aesthetic Appreciation
0171.mp4,Aesthetic Appreciation
1608.mp4,Aesthetic Appreciation
1510.mp4,Aesthetic Appreciation
1910.mp4,Aesthetic Appreciation
0078.mp4,Aesthetic Appreciation
0090.mp4,Aesthetic Appreciation
0601.mp4,Aesthetic Appreciation
1823.mp4,Aesthetic Appreciation
2084.mp4,Empathic Pain
2080.mp4,Empathic Pain
1585.mp4,Empathic Pain
0089.mp4,Empathic Pain
2109.mp4,Empathic Pain
0132.mp4,Empathic Pain
0958.mp4,Empathic Pain
1613.mp4,Empathic Pain
0869.mp4,Empathic Pain
1768.mp4,Empathic Pain
0095.mp4,Empathic Pain
0211.mp4,Empathic Pain
0522.mp4,Empathic Pain
0252.mp4,Empathic Pain
1752.mp4,Empathic Pain
1181.mp4,Empathic Pain
2115.mp4,Empathic Pain
1090.mp4,Empathic Pain
1185.mp4,Empathic Pain
0746.mp4,Empathic Pain
0127.mp4,Empathic Pain
0104.mp4,Empathic Pain
0907.mp4,Empathic Pain
0313.mp4,Empathic Pain
0113.mp4,Adoration
0483.mp4,Adoration
1113.mp4,Adoration
0098.mp4,Adoration
2118.mp4,Adoration
1994.mp4,Adoration
1666.mp4,Adoration
1465.mp4,Adoration
2102.mp4,Adoration
0411.mp4,Adoration
1416.mp4,Adoration
1481.mp4,Adoration
1803.mp4,Adoration
1660.mp4,Adoration
0035.mp4,Adoration
0972.mp4,Adoration
1306.mp4,Adoration
1667.mp4,Adoration
0815.mp4,Adoration
1063.mp4,Adoration
1282.mp4,Adoration
0800.mp4,Adoration
1748.mp4,Adoration
0366.mp4,Adoration
0255.mp4,Adoration
0927.mp4,Adoration
0525.mp4,Adoration
0518.mp4,Adoration
0192.mp4,Adoration
0479.mp4,Adoration
1810.mp4,Adoration
1628.mp4,Adoration
1092.mp4,Adoration
0683.mp4,Adoration
1924.mp4,Adoration
0392.mp4,Adoration
1062.mp4,Adoration
2117.mp4,Adoration
0617.mp4,Adoration
1285.mp4,Adoration
1379.mp4,Adoration
0627.mp4,Adoration
0319.mp4,Adoration
0584.mp4,Adoration
1311.mp4,Adoration
0608.mp4,Adoration
1935.mp4,Adoration
1159.mp4,Adoration
0307.mp4,Adoration
0682.mp4,Adoration
1157.mp4,Adoration
0150.mp4,Adoration
1692.mp4,Adoration
1429.mp4,Adoration
1893.mp4,Adoration
0737.mp4,Adoration
0573.mp4,Adoration
0344.mp4,Adoration
1418.mp4,Adoration
0948.mp4,Confusion
2178.mp4,Confusion
1480.mp4,Confusion
0024.mp4,Confusion
0783.mp4,Confusion
0955.mp4,Confusion
1442.mp4,Confusion
1618.mp4,Confusion
1021.mp4,Confusion
0510.mp4,Confusion
0575.mp4,Confusion
2160.mp4,Confusion
0793.mp4,Confusion
1064.mp4,Confusion
0332.mp4,Confusion
0596.mp4,Confusion
1208.mp4,Confusion
0005.mp4,Confusion
0367.mp4,Confusion
1027.mp4,Confusion
2153.mp4,Confusion
1182.mp4,Confusion
0453.mp4,Confusion
2014.mp4,Confusion
0719.mp4,Confusion
2086.mp4,Confusion
1793.mp4,Confusion
1695.mp4,Confusion
0103.mp4,Confusion
1822.mp4,Confusion
0017.mp4,Confusion
0934.mp4,Confusion
0956.mp4,Confusion
0824.mp4,Confusion
1534.mp4,Confusion
0272.mp4,Confusion
1196.mp4,Confusion
0505.mp4,Confusion
1448.mp4,Confusion
1920.mp4,Confusion
0382.mp4,Confusion
1052.mp4,Confusion
1947.mp4,Confusion
0692.mp4,Confusion
1299.mp4,Confusion
0495.mp4,Confusion
0695.mp4,Confusion
0677.mp4,Surprise
2154.mp4,Surprise
1150.mp4,Surprise
1234.mp4,Surprise
0170.mp4,Surprise
0607.mp4,Surprise
2135.mp4,Surprise
1269.mp4,Surprise
0451.mp4,Surprise
1264.mp4,Surprise
0093.mp4,Surprise
0295.mp4,Surprise
1072.mp4,Surprise
0353.mp4,Surprise
2156.mp4,Surprise
1457.mp4,Surprise
1430.mp4,Surprise
2045.mp4,Surprise
1553.mp4,Surprise
1899.mp4,Surprise
0154.mp4,Surprise
1636.mp4,Surprise
2006.mp4,Surprise
0468.mp4,Surprise
1277.mp4,Surprise
1436.mp4,Surprise
0338.mp4,Surprise
1294.mp4,Surprise
1002.mp4,Surprise
0976.mp4,Surprise
1999.mp4,Surprise
0588.mp4,Surprise
1258.mp4,Surprise
2164.mp4,Surprise
0602.mp4,Surprise
1390.mp4,Surprise
2066.mp4,Anger
0595.mp4,Anger
1393.mp4,Anger
1119.mp4,Anger
0733.mp4,Anger
0681.mp4,Anger
1881.mp4,Anger
0054.mp4,Anger
1174.mp4,Anger
